row_1,row_2,row_3,row_4,solution_count
yellow lion;blue hippo;blue lion;yellow giraffe,blue camel;red camel;red hippo;green hippo,green giraffe;green lion;blue giraffe;red lion,yellow hippo;green camel;yellow camel;red giraffe,25
blue camel;green lion;blue lion;green camel,yellow giraffe;red giraffe;yellow lion;green hippo,green giraffe;yellow camel;red hippo;yellow hippo,red lion;blue giraffe;red camel;blue hippo,0
yellow camel;green lion;green giraffe;blue hippo,yellow lion;blue giraffe;green hippo;yellow giraffe,red hippo;green camel;red lion;red giraffe,blue lion;yellow hippo;red camel;blue camel,0
red giraffe;green lion;red lion;blue camel,yellow lion;yellow hippo;red camel;green camel,blue hippo;red hippo;yellow camel;yellow giraffe,blue lion;blue giraffe;green giraffe;green hippo,74
red lion;blue hippo;red camel;blue camel,blue giraffe;green lion;yellow hippo;green giraffe,red hippo;blue lion;green camel;yellow lion,yellow giraffe;red giraffe;yellow camel;green hippo,10
yellow lion;green giraffe;blue lion;green camel,yellow hippo;blue camel;red giraffe;green lion,blue giraffe;yellow giraffe;blue hippo;yellow camel,green hippo;red lion;red hippo;red camel,0
red giraffe;green lion;red lion;red hippo,blue camel;green hippo;green giraffe;red camel,blue lion;yellow hippo;yellow camel;blue giraffe,yellow lion;green camel;yellow giraffe;blue hippo,6
green camel;blue giraffe;blue camel;blue lion,green lion;red giraffe;blue hippo;green giraffe,red hippo;green hippo;yellow camel;red camel,yellow hippo;yellow giraffe;red lion;yellow lion,0
red giraffe;green lion;green giraffe;blue giraffe,red hippo;yellow giraffe;red camel;red lion,green hippo;yellow hippo;blue hippo;blue lion,yellow lion;yellow camel;green camel;blue camel,301
blue camel;blue hippo;green giraffe;yellow giraffe,blue giraffe;yellow hippo;red hippo;red camel,yellow camel;green hippo;yellow lion;red giraffe,green camel;green lion;red lion;blue lion,316
red giraffe;blue giraffe;yellow camel;yellow lion,yellow giraffe;blue camel;red lion;yellow hippo,blue hippo;green giraffe;green lion;blue lion,red camel;green hippo;green camel;red hippo,57
yellow giraffe;green lion;red giraffe;red lion,red camel;green camel;blue camel;yellow lion,green hippo;yellow camel;green giraffe;blue lion,blue giraffe;yellow hippo;red hippo;blue hippo,2
blue giraffe;green camel;yellow giraffe;green lion,yellow camel;blue lion;red hippo;yellow lion,blue camel;red lion;green giraffe;green hippo,blue hippo;red giraffe;yellow hippo;red camel,0
green giraffe;blue giraffe;red lion;green camel,yellow hippo;green lion;red hippo;blue hippo,yellow camel;blue lion;yellow giraffe;blue camel,red camel;red giraffe;yellow lion;green hippo,5
green hippo;red lion;blue giraffe;yellow lion,red giraffe;yellow hippo;red camel;blue hippo,red hippo;blue camel;green giraffe;blue lion,green lion;yellow giraffe;green camel;yellow camel,5
red giraffe;blue camel;green lion;yellow giraffe,green hippo;blue hippo;yellow camel;yellow hippo,blue giraffe;red hippo;blue lion;yellow lion,red lion;red camel;green camel;green giraffe,364
yellow lion;blue giraffe;green giraffe;yellow hippo,red hippo;red giraffe;red lion;green lion,blue lion;red camel;blue hippo;yellow giraffe,green camel;green hippo;yellow camel;blue camel,4
blue camel;blue hippo;red camel;yellow camel,green giraffe;red lion;yellow lion;red giraffe,green hippo;red hippo;green camel;blue lion,blue giraffe;green lion;yellow giraffe;yellow hippo,1
yellow hippo;green giraffe;red camel;blue camel,green camel;blue lion;blue giraffe;red hippo,green lion;yellow lion;blue hippo;yellow camel,red giraffe;green hippo;red lion;yellow giraffe,2
yellow hippo;yellow lion;green lion;yellow giraffe,blue camel;green giraffe;red lion;red giraffe,blue lion;red camel;blue giraffe;red hippo,green hippo;blue hippo;yellow camel;green camel,6
blue camel;red lion;yellow hippo;blue giraffe,blue hippo;green giraffe;red giraffe;yellow lion,yellow camel;yellow giraffe;red hippo;red camel,green camel;green hippo;green lion;blue lion,5
yellow giraffe;red lion;green giraffe;blue camel,red hippo;yellow camel;green hippo;blue hippo,blue giraffe;red giraffe;green camel;red camel,blue lion;green lion;yellow lion;yellow hippo,41
red camel;green lion;red lion;green hippo,yellow hippo;yellow camel;green giraffe;blue camel,green camel;yellow lion;blue lion;blue giraffe,red giraffe;blue hippo;red hippo;yellow giraffe,4
yellow lion;blue camel;green hippo;red lion,blue hippo;yellow hippo;green camel;yellow camel,yellow giraffe;blue lion;red camel;red hippo,green giraffe;green lion;blue giraffe;red giraffe,48
blue camel;green hippo;green lion;red camel,blue giraffe;red lion;green giraffe;yellow hippo,yellow giraffe;green camel;yellow lion;red giraffe,blue lion;red hippo;yellow camel;blue hippo,1
yellow giraffe;yellow lion;blue giraffe;green giraffe,green camel;red camel;blue camel;red giraffe,red hippo;blue lion;red lion;green hippo,green lion;blue hippo;yellow camel;yellow hippo,6
red hippo;blue lion;green camel;yellow hippo,green giraffe;blue camel;red camel;yellow camel,red lion;yellow giraffe;blue giraffe;green lion,blue hippo;yellow lion;red giraffe;green hippo,94
yellow camel;green lion;green giraffe;green hippo,green camel;blue giraffe;blue camel;blue hippo,yellow lion;red camel;red hippo;red lion,blue lion;red giraffe;yellow hippo;yellow giraffe,34
red camel;yellow giraffe;green giraffe;green camel,blue camel;red lion;yellow lion;blue hippo,yellow hippo;blue giraffe;yellow camel;green hippo,red hippo;green lion;blue lion;red giraffe,2
green giraffe;red giraffe;blue camel;yellow lion,blue hippo;yellow hippo;yellow camel;blue lion,green hippo;red hippo;blue giraffe;yellow giraffe,green camel;red lion;red camel;green lion,249
red camel;yellow giraffe;red lion;green hippo,red giraffe;yellow camel;yellow hippo;yellow lion,blue giraffe;green camel;blue hippo;blue lion,green lion;blue camel;red hippo;green giraffe,3
blue hippo;red camel;blue camel;blue giraffe,red giraffe;green giraffe;blue lion;yellow lion,green lion;green hippo;green camel;yellow giraffe,yellow camel;red hippo;yellow hippo;red lion,0
green lion;red giraffe;green giraffe;yellow hippo,yellow camel;blue giraffe;blue lion;red hippo,yellow giraffe;blue hippo;green hippo;red camel,blue camel;red lion;green camel;yellow lion,13
yellow giraffe;red giraffe;blue hippo;yellow lion,red hippo;red lion;green camel;green giraffe,yellow camel;blue giraffe;blue lion;red camel,green hippo;green lion;blue camel;yellow hippo,1
blue camel;blue lion;green giraffe;green hippo,green camel;red camel;yellow lion;yellow giraffe,red giraffe;red hippo;yellow camel;blue hippo,blue giraffe;green lion;yellow hippo;red lion,0
red hippo;yellow camel;yellow hippo;red lion,green lion;blue lion;green camel;blue giraffe,blue camel;green hippo;yellow lion;red camel,blue hippo;red giraffe;green giraffe;yellow giraffe,12
blue camel;blue hippo;yellow camel;green hippo,yellow giraffe;yellow lion;red giraffe;green lion,yellow hippo;blue giraffe;green giraffe;red camel,green camel;blue lion;red lion;red hippo,28
green camel;red hippo;yellow giraffe;green giraffe,yellow camel;red camel;red lion;blue lion,red giraffe;blue giraffe;blue camel;green lion,green hippo;yellow hippo;yellow lion;blue hippo,255
yellow lion;blue lion;yellow giraffe;red lion,yellow hippo;red camel;blue giraffe;green camel,blue hippo;green hippo;yellow camel;green lion,green giraffe;red giraffe;red hippo;blue camel,5
red giraffe;green camel;green hippo;blue giraffe,green giraffe;blue hippo;yellow camel;blue lion,yellow giraffe;green lion;yellow lion;red camel,blue camel;red hippo;yellow hippo;red lion,10
green hippo;blue giraffe;red camel;blue hippo,yellow lion;green giraffe;blue camel;blue lion,red hippo;green lion;red lion;yellow giraffe,green camel;red giraffe;yellow hippo;yellow camel,6
yellow hippo;red hippo;yellow lion;blue lion,green giraffe;red giraffe;blue camel;red lion,blue hippo;green hippo;green camel;red camel,yellow giraffe;blue giraffe;green lion;yellow camel,364
green lion;red hippo;yellow camel;yellow lion,green giraffe;yellow hippo;red camel;green camel,red lion;blue lion;blue hippo;yellow giraffe,blue giraffe;blue camel;green hippo;red giraffe,61
red camel;yellow giraffe;blue hippo;yellow camel,green camel;yellow lion;green lion;red lion,blue giraffe;blue lion;red hippo;red giraffe,green giraffe;yellow hippo;green hippo;blue camel,9
red lion;blue hippo;blue giraffe;yellow camel,green giraffe;green hippo;yellow lion;yellow giraffe,green camel;blue camel;red camel;green lion,blue lion;yellow hippo;red giraffe;red hippo,11
blue camel;yellow lion;green hippo;blue lion,blue giraffe;red camel;yellow hippo;blue hippo,red hippo;red lion;green camel;yellow camel,yellow giraffe;green giraffe;red giraffe;green lion,74
yellow lion;yellow camel;blue camel;yellow hippo,blue giraffe;blue hippo;green camel;green hippo,yellow giraffe;red giraffe;red lion;red hippo,green giraffe;red camel;blue lion;green lion,197
yellow lion;red lion;blue lion;yellow hippo,red hippo;yellow camel;green hippo;yellow giraffe,blue giraffe;red giraffe;red camel;green lion,blue hippo;blue camel;green giraffe;green camel,30
blue lion;yellow giraffe;red hippo;yellow hippo,blue giraffe;yellow camel;green giraffe;green hippo,red lion;green camel;yellow lion;blue hippo,green lion;red camel;red giraffe;blue camel,28
blue camel;green lion;red hippo;yellow hippo,blue hippo;green camel;yellow giraffe;red camel,yellow lion;green hippo;green giraffe;blue lion,red giraffe;blue giraffe;red lion;yellow camel,2
yellow lion;blue camel;green hippo;green camel,blue hippo;yellow camel;blue giraffe;red camel,red giraffe;blue lion;red hippo;yellow giraffe,green lion;red lion;yellow hippo;green giraffe,0
yellow hippo;green hippo;green camel;blue lion,green lion;yellow lion;green giraffe;blue hippo,blue giraffe;blue camel;red lion;red camel,yellow camel;red giraffe;red hippo;yellow giraffe,0
red camel;yellow camel;yellow lion;green hippo,green camel;blue giraffe;blue hippo;yellow hippo,red giraffe;green giraffe;red lion;blue camel,red hippo;blue lion;yellow giraffe;green lion,40
red camel;green lion;blue giraffe;blue lion,blue camel;yellow lion;blue hippo;green camel,red lion;red giraffe;green hippo;red hippo,yellow hippo;green giraffe;yellow giraffe;yellow camel,0
blue lion;blue camel;blue hippo;yellow lion,green lion;red lion;red giraffe;red hippo,yellow hippo;red camel;blue giraffe;green giraffe,green hippo;yellow camel;yellow giraffe;green camel,5
blue hippo;red giraffe;green lion;yellow lion,red camel;yellow hippo;green hippo;blue lion,green camel;yellow giraffe;green giraffe;blue camel,red hippo;blue giraffe;yellow camel;red lion,22
yellow giraffe;blue giraffe;green giraffe;yellow hippo,yellow camel;yellow lion;red camel;blue hippo,green camel;green hippo;red giraffe;red hippo,green lion;blue camel;blue lion;red lion,19
green lion;blue giraffe;blue lion;yellow lion,red hippo;red camel;red lion;green camel,red giraffe;green hippo;yellow hippo;green giraffe,yellow giraffe;blue camel;yellow camel;blue hippo,0
blue lion;green hippo;blue giraffe;green giraffe,green camel;yellow camel;yellow hippo;red camel,red hippo;yellow lion;green lion;yellow giraffe,blue camel;blue hippo;red lion;red giraffe,21
green giraffe;green camel;yellow camel;blue hippo,yellow lion;red lion;yellow giraffe;red camel,red hippo;blue giraffe;red giraffe;green hippo,green lion;blue lion;blue camel;yellow hippo,0
yellow hippo;blue camel;green giraffe;yellow camel,blue hippo;blue lion;yellow giraffe;red giraffe,blue giraffe;red camel;red hippo;green hippo,red lion;green camel;green lion;yellow lion,36
yellow hippo;green giraffe;red hippo;yellow giraffe,yellow camel;green hippo;blue camel;blue hippo,green lion;blue lion;blue giraffe;red camel,yellow lion;red lion;green camel;red giraffe,24
green hippo;blue hippo;blue lion;red camel,red lion;yellow camel;green giraffe;green lion,yellow lion;yellow giraffe;red giraffe;yellow hippo,blue camel;blue giraffe;green camel;red hippo,20
yellow hippo;red lion;green camel;yellow camel,red hippo;green giraffe;yellow giraffe;blue lion,red giraffe;green lion;red camel;blue giraffe,blue hippo;yellow lion;blue camel;green hippo,0
yellow camel;red camel;blue giraffe;yellow giraffe,yellow lion;blue lion;green camel;blue hippo,red giraffe;blue camel;green giraffe;red lion,red hippo;yellow hippo;green lion;green hippo,2
yellow camel;green lion;blue lion;blue giraffe,blue hippo;red hippo;green hippo;green camel,blue camel;red lion;red camel;yellow lion,red giraffe;yellow hippo;green giraffe;yellow giraffe,28
green lion;yellow camel;red lion;green giraffe,blue camel;red camel;yellow giraffe;yellow lion,red hippo;green hippo;blue hippo;yellow hippo,red giraffe;blue lion;green camel;blue giraffe,0
blue camel;red lion;green lion;blue giraffe,blue hippo;yellow camel;yellow hippo;green camel,blue lion;yellow giraffe;green giraffe;red giraffe,red camel;green hippo;red hippo;yellow lion,4
red giraffe;blue giraffe;blue lion;red hippo,blue camel;red lion;red camel;green hippo,green camel;green giraffe;blue hippo;green lion,yellow camel;yellow giraffe;yellow lion;yellow hippo,259
blue camel;green lion;green hippo;yellow camel,yellow giraffe;yellow lion;blue giraffe;blue lion,green camel;yellow hippo;red lion;blue hippo,red giraffe;red camel;red hippo;green giraffe,0
yellow lion;yellow hippo;red giraffe;red hippo,green giraffe;yellow giraffe;green camel;blue giraffe,yellow camel;blue hippo;blue lion;red lion,green hippo;green lion;red camel;blue camel,280
blue camel;yellow camel;green camel;yellow hippo,blue lion;blue giraffe;green giraffe;yellow lion,red lion;red hippo;red giraffe;green hippo,red camel;yellow giraffe;green lion;blue hippo,367
red giraffe;blue lion;yellow hippo;red camel,red hippo;green camel;yellow lion;blue camel,red lion;yellow camel;green giraffe;blue hippo,green lion;yellow giraffe;green hippo;blue giraffe,11
yellow giraffe;red giraffe;blue hippo;green hippo,blue camel;blue lion;blue giraffe;green camel,red lion;yellow lion;yellow hippo;green lion,green giraffe;yellow camel;red hippo;red camel,48
yellow hippo;green hippo;red giraffe;green camel,blue camel;red hippo;red camel;blue hippo,red lion;yellow lion;yellow camel;yellow giraffe,blue lion;green giraffe;blue giraffe;green lion,0
green giraffe;red giraffe;yellow camel;blue giraffe,green camel;yellow hippo;blue camel;yellow lion,green lion;blue lion;red hippo;green hippo,red camel;blue hippo;yellow giraffe;red lion,13
blue camel;green giraffe;red camel;red hippo,green camel;red giraffe;blue giraffe;yellow hippo,blue lion;yellow camel;yellow lion;blue hippo,green lion;yellow giraffe;red lion;green hippo,193
yellow hippo;green giraffe;red lion;yellow camel,yellow lion;blue giraffe;green lion;blue camel,green hippo;blue lion;blue hippo;green camel,red camel;red giraffe;yellow giraffe;red hippo,4
blue camel;red camel;yellow camel;red hippo,blue giraffe;red giraffe;green camel;green lion,yellow hippo;blue hippo;green giraffe;green hippo,red lion;blue lion;yellow giraffe;yellow lion,57
red hippo;green lion;green camel;green giraffe,red lion;red giraffe;yellow camel;yellow hippo,yellow lion;yellow giraffe;blue lion;blue camel,red camel;blue hippo;green hippo;blue giraffe,144
green camel;red giraffe;red hippo;green hippo,blue hippo;blue giraffe;green giraffe;red lion,yellow lion;yellow giraffe;blue camel;red camel,yellow hippo;yellow camel;green lion;blue lion,300
